Тарас Шевченко, Гайдамаки, shevchenko_gaydamaki.txt
Тарас Шевченко, Катерина, shevchenko_katerina.txt
Тарас Шевченко, Кобзар, shevchenko_kobzar.txt
Леонід Панасенко, Перелюбство, panasenko_pereluybstvo.txt
Леонід Панасенко, З Макондо є зв'язок?, panasenko_z-makondo-ye-zvyazok.txt
Леонід Панасенко, Переможеному - лаври, panasenko_peremezhonomy-lavri.txt
Панас Мирний, День на пастівнику, myrniy_den-na-pastidnyku.txt
Панас Мирний, Лихо давнє і сьогочасне, myrniy_lyxo-davnie-i-siogochasne.txt
Панас Мирний, Хіба ревуть воли як ясла повні, myrniy_xiba-revyt-voli-yak-asla-povni.txt
